asin,sku,platform,date,organic_sales,paid_sales,total_sales,units_sold,cost_per_unit,selling_price,margin_per_unit,inventory_value,days_of_supply
BPVS7HZIO,SKU-00031,amazon,2025-06-01 13:02:28.163485,53.91,37.55,91.45,1,50.04,91.45,41.42,5733.43,38
BYKL1CQ99,SKU-00032,walmart,2025-06-01 13:02:28.163485,75.36,44.1,119.45,7,6.38,17.06,10.68,1071.95,53
BCHJ755NF,SKU-00033,amazon,2025-06-01 13:02:28.163485,43.52,25.56,69.08,0,23.78,69.08,45.3,1983.26,15
B4ZW9XA3K,SKU-00034,walmart,2025-06-01 13:02:28.163485,19.4,2.69,22.1,1,6.86,22.1,15.24,973.47,17
BX7EEDTJV,SKU-00035,amazon,2025-06-01 13:02:28.163485,17.4,9.14,26.54,0,10.06,26.54,16.48,1857.22,36
BZHWJR64D,SKU-00036,walmart,2025-06-01 13:02:28.163485,41.89,31.84,73.73,1,49.75,73.73,23.99,7859.51,72
BPJA1WJ0T,SKU-00037,walmart,2025-06-01 13:02:28.163485,118.95,23.37,142.32,4,12.73,35.58,22.85,1840.19,44
BPAC56T4U,SKU-00038,amazon,2025-06-01 13:02:28.163485,38.69,2.44,41.13,1,25.58,41.13,15.55,2369.23,86
BFEL6246H,SKU-00039,amazon,2025-06-01 13:02:28.163485,53.75,14.37,68.12,1,23.72,68.12,44.4,4679.23,59
BID25OWF7,SKU-00040,walmart,2025-06-01 13:02:28.163485,13.01,9.5,22.51,0,12.3,22.51,10.21,1153.47,65
B5935A0L7,SKU-00041,amazon,2025-06-01 13:02:28.163485,11.56,3.5,15.06,0,8.97,15.06,6.09,1582.59,26
B253J2D54,SKU-00042,amazon,2025-06-01 13:02:28.163485,27.32,10.86,38.18,1,16.45,38.18,21.74,1573.33,25
BI3QK2IAG,SKU-00043,amazon,2025-06-01 13:02:28.163485,8.55,17.54,26.09,0,15.32,26.09,10.77,2965.35,83
BL58KXO9T,SKU-00044,walmart,2025-06-01 13:02:28.163485,29.05,21.95,50.99,0,23.44,50.99,27.56,4151.8,57
B7E8G8JDP,SKU-00045,walmart,2025-06-01 13:02:28.163485,18.73,15.05,33.79,1,16.3,33.79,17.49,1999.5,67
B0LVSNUJZ,SKU-00046,amazon,2025-06-01 13:02:28.163485,6.37,3.94,10.31,0,4.26,10.31,6.05,638.37,36
BA7TZ0YNC,SKU-00047,walmart,2025-06-01 13:02:28.163485,56.82,17.9,74.72,4,8.04,18.68,10.64,781.99,43
BXLL4ZKLO,SKU-00048,walmart,2025-06-01 13:02:28.163485,34.41,10.61,45.02,0,17.64,45.02,27.38,2844.41,19
BOKEP7Y6W,SKU-00049,walmart,2025-06-01 13:02:28.163485,74.93,102.27,177.21,3,31.15,59.07,27.92,1942.51,51
BKTAKPUXQ,SKU-00050,amazon,2025-06-01 13:02:28.163485,34.45,7.52,41.96,1,18.12,41.96,23.84,1945.07,22
BXAJI0Y6D,SKU-00001,walmart,2025-06-02 13:02:28.163485,190.52,43.07,233.59,8,16.9,29.2,12.3,3236.39,71
BPBHSAHXT,SKU-00002,walmart,2025-06-02 13:02:28.163485,60.68,45.49,106.17,2,24.67,53.09,28.41,1405.9,81
BHV3A3ZMF,SKU-00003,walmart,2025-06-02 13:02:28.163485,72.69,77.8,150.5,2,46.65,75.25,28.6,6242.36,74
B8MDD4V30,SKU-00004,walmart,2025-06-02 13:02:28.163485,36.71,14.29,50.99,1,16.87,50.99,34.12,1978.34,86
BT9NT3W5U,SKU-00005,walmart,2025-06-02 13:02:28.163485,100.72,98.08,198.8,8,14.09,24.85,10.76,1473.68,89
BZBIKCIDK,SKU-00006,walmart,2025-06-02 13:02:28.163485,0.95,0.06,1.01,0,0.53,1.01,0.48,45.75,80
BWNNHJ7XV,SKU-00007,walmart,2025-06-02 13:02:28.163485,121.62,71.0,192.62,11,10.46,17.51,7.05,1081.88,81
BG0FN9XUY,SKU-00008,amazon,2025-06-02 13:02:28.163485,12.61,12.14,24.76,1,9.8,24.76,14.96,1244.29,74
B41IBLJH7,SKU-00009,amazon,2025-06-02 13:02:28.163485,40.73,7.35,48.09,1,20.49,48.09,27.6,2499.74,46
B5LXO6QJI,SKU-00010,walmart,2025-06-02 13:02:28.163485,21.68,14.02,35.7,0,19.57,35.7,16.13,2909.03,28
BUJV6OH9S,SKU-00011,amazon,2025-06-02 13:02:28.163485,36.83,7.93,44.76,0,22.98,44.76,21.79,1622.82,21
BDBDW2PCN,SKU-00012,walmart,2025-06-02 13:02:28.163485,16.46,4.98,21.44,0,8.66,21.44,12.78,960.29,74
B9T84AZYT,SKU-00013,amazon,2025-06-02 13:02:28.163485,16.36,7.74,24.1,0,9.35,24.1,14.76,997.58,24
BJXEPQ85J,SKU-00014,walmart,2025-06-02 13:02:28.163485,52.22,31.82,84.04,2,12.73,42.02,29.29,1803.74,77
BSG65KXVF,SKU-00015,amazon,2025-06-02 13:02:28.163485,41.43,2.17,43.6,1,17.42,43.6,26.17,1846.98,76
B1T2TALA7,SKU-00016,walmart,2025-06-02 13:02:28.163485,16.71,14.17,30.88,0,16.34,30.88,14.54,2076.0,88
B53LC58DR,SKU-00017,walmart,2025-06-02 13:02:28.163485,41.1,17.67,58.77,1,40.03,58.77,18.74,4754.13,40
BC11ERTJ5,SKU-00018,amazon,2025-06-02 13:02:28.163485,35.31,11.74,47.04,1,24.84,47.04,22.2,3457.63,19
BPHT0HL9X,SKU-00019,walmart,2025-06-02 13:02:28.163485,57.99,26.8,84.79,1,41.12,84.79,43.67,5093.55,82
BPSEIMVIH,SKU-00020,amazon,2025-06-02 13:02:28.163485,57.65,35.01,92.67,3,18.6,30.89,12.28,1953.23,29
BCWI64CIY,SKU-00021,amazon,2025-06-02 13:02:28.163485,21.95,6.31,28.26,1,9.24,28.26,19.03,1431.76,71
BHE7UR23G,SKU-00022,amazon,2025-06-02 13:02:28.163485,72.75,32.79,105.54,3,12.26,35.18,22.92,1334.97,88
BDPPQ0Y9D,SKU-00023,walmart,2025-06-02 13:02:28.163485,51.62,24.37,75.99,2,13.52,37.99,24.48,1675.02,21
BOM5IGQPK,SKU-00024,amazon,2025-06-02 13:02:28.163485,58.48,78.59,137.07,3,26.29,45.69,19.4,4248.66,50
BI7P5TB94,SKU-00025,amazon,2025-06-02 13:02:28.163485,36.74,3.24,39.98,2,12.82,19.99,7.17,1407.21,36
B874FRHOC,SKU-00026,amazon,2025-06-02 13:02:28.163485,136.37,99.99,236.37,6,26.28,39.39,13.12,3919.28,49
BN9J2QP89,SKU-00027,walmart,2025-06-02 13:02:28.163485,27.94,12.27,40.21,0,24.64,40.21,15.57,2424.26,52
BUZFK8UT0,SKU-00028,amazon,2025-06-02 13:02:28.163485,126.96,65.68,192.64,5,16.31,38.53,22.22,947.06,60
BCVS4F8CG,SKU-00029,walmart,2025-06-02 13:02:28.163485,142.89,74.69,217.58,4,30.25,54.4,24.15,5519.33,90
BVYIE6IVW,SKU-00030,walmart,2025-06-02 13:02:28.163485,82.23,78.75,160.98,2,45.87,80.49,34.62,5691.76,72
BPVS7HZIO,SKU-00031,walmart,2025-06-02 13:02:28.163485,201.98,65.3,267.28,5,34.77,53.46,18.68,5235.97,44
BYKL1CQ99,SKU-00032,amazon,2025-06-02 13:02:28.163485,6.18,9.26,15.44,0,7.49,15.44,7.95,1307.91,44
BCHJ755NF,SKU-00033,walmart,2025-06-02 13:02:28.163485,39.25,14.01,53.26,0,28.44,53.26,24.82,3385.99,87
B4ZW9XA3K,SKU-00034,walmart,2025-06-02 13:02:28.163485,26.65,40.14,66.79,1,22.4,66.79,44.39,4181.77,58
BX7EEDTJV,SKU-00035,walmart,2025-06-02 13:02:28.163485,63.19,40.4,103.6,1,52.4,103.6,51.2,6759.41,35
BZHWJR64D,SKU-00036,amazon,2025-06-02 13:02:28.163485,40.84,12.21,53.05,0,18.7,53.05,34.34,2040.15,87
BPJA1WJ0T,SKU-00037,amazon,2025-06-02 13:02:28.163485,171.42,40.34,211.77,5,20.64,42.35,21.71,2327.13,76
BPAC56T4U,SKU-00038,amazon,2025-06-02 13:02:28.163485,5.11,2.26,7.37,0,3.32,7.37,4.05,335.96,42
BFEL6246H,SKU-00039,amazon,2025-06-02 13:02:28.163485,13.64,21.68,35.32,0,11.26,35.32,24.06,1912.22,61
BID25OWF7,SKU-00040,amazon,2025-06-02 13:02:28.163485,101.48,55.77,157.25,5,18.18,31.45,13.27,3491.23,15
B5935A0L7,SKU-00041,amazon,2025-06-02 13:02:28.163485,70.2,91.26,161.46,4,17.65,40.36,22.71,944.14,54
B253J2D54,SKU-00042,amazon,2025-06-02 13:02:28.163485,19.76,3.92,23.68,0,11.5,23.68,12.18,2167.29,64
BI3QK2IAG,SKU-00043,walmart,2025-06-02 13:02:28.163485,63.11,18.56,81.67,2,26.93,40.84,13.9,1540.92,59
BL58KXO9T,SKU-00044,amazon,2025-06-02 13:02:28.163485,55.57,19.74,75.31,1,47.39,75.31,27.92,6204.94,64
B7E8G8JDP,SKU-00045,amazon,2025-06-02 13:02:28.163485,20.02,16.89,36.91,0,13.89,36.91,23.02,1683.83,76
B0LVSNUJZ,SKU-00046,walmart,2025-06-02 13:02:28.163485,14.92,3.54,18.46,0,7.42,18.46,11.03,399.93,45
BA7TZ0YNC,SKU-00047,amazon,2025-06-02 13:02:28.163485,27.05,15.32,42.37,0,25.4,42.37,16.96,4424.2,73
BXLL4ZKLO,SKU-00048,amazon,2025-06-02 13:02:28.163485,96.13,57.81,153.94,2,30.13,76.97,46.84,3375.02,87
BOKEP7Y6W,SKU-00049,walmart,2025-06-02 13:02:28.163485,34.82,50.37,85.19,1,52.33,85.19,32.86,7413.25,69
BKTAKPUXQ,SKU-00050,amazon,2025-06-02 13:02:28.163485,28.28,9.68,37.96,0,20.57,37.96,17.39,1225.58,49
BXAJI0Y6D,SKU-00001,walmart,2025-06-03 13:02:28.163485,6.02,1.59,7.62,0,4.28,7.62,3.34,785.99,34
BPBHSAHXT,SKU-00002,amazon,2025-06-03 13:02:28.163485,53.45,45.32,98.77,3,15.82,32.92,17.11,2678.91,86
BHV3A3ZMF,SKU-00003,walmart,2025-06-03 13:02:28.163485,17.79,0.23,18.02,0,10.12,18.02,7.9,1410.41,82
B8MDD4V30,SKU-00004,walmart,2025-06-03 13:02:28.163485,66.33,31.33,97.66,1,39.14,97.66,58.52,7649.71,57
BT9NT3W5U,SKU-00005,amazon,2025-06-03 13:02:28.163485,94.53,25.14,119.67,2,30.92,59.84,28.91,5923.62,34
BZBIKCIDK,SKU-00006,walmart,2025-06-03 13:02:28.163485,19.69,10.82,30.51,0,12.19,30.51,18.32,621.39,64
BWNNHJ7XV,SKU-00007,walmart,2025-06-03 13:02:28.163485,241.32,33.93,275.25,3,54.45,91.75,37.3,5897.78,26
BG0FN9XUY,SKU-00008,walmart,2025-06-03 13:02:28.163485,32.23,10.69,42.92,0,23.04,42.92,19.88,4144.63,25
B41IBLJH7,SKU-00009,amazon,2025-06-03 13:02:28.163485,92.44,47.65,140.09,7,8.19,20.01,11.82,856.73,50
B5LXO6QJI,SKU-00010,amazon,2025-06-03 13:02:28.163485,56.58,17.98,74.56,1,37.51,74.56,37.06,4416.43,30
BUJV6OH9S,SKU-00011,walmart,2025-06-03 13:02:28.163485,11.22,15.14,26.36,1,16.4,26.36,9.96,3109.9,64
BDBDW2PCN,SKU-00012,walmart,2025-06-03 13:02:28.163485,77.72,91.38,169.1,2,33.7,84.55,50.85,3420.93,19
B9T84AZYT,SKU-00013,walmart,2025-06-03 13:02:28.163485,42.16,36.47,78.63,2,19.45,39.31,19.87,3713.02,15
BJXEPQ85J,SKU-00014,walmart,2025-06-03 13:02:28.163485,51.72,17.11,68.84,1,46.02,68.84,22.82,7405.5,61
BSG65KXVF,SKU-00015,amazon,2025-06-03 13:02:28.163485,48.29,8.63,56.92,2,18.29,28.46,10.17,1258.22,76
B1T2TALA7,SKU-00016,amazon,2025-06-03 13:02:28.163485,106.58,28.68,135.26,2,25.46,67.63,42.17,4168.73,55
B53LC58DR,SKU-00017,walmart,2025-06-03 13:02:28.163485,144.25,23.29,167.54,2,28.53,83.77,55.24,3515.66,31
BC11ERTJ5,SKU-00018,amazon,2025-06-03 13:02:28.163485,15.42,7.22,22.63,1,7.0,22.63,15.63,763.97,30
BPHT0HL9X,SKU-00019,walmart,2025-06-03 13:02:28.163485,56.96,15.04,72.0,2,21.59,36.0,14.41,2678.21,32
BPSEIMVIH,SKU-00020,walmart,2025-06-03 13:02:28.163485,60.03,11.72,71.75,1,41.84,71.75,29.91,3624.44,18
BCWI64CIY,SKU-00021,walmart,2025-06-03 13:02:28.163485,78.88,37.3,116.18,1,53.21,116.18,62.98,10574.3,90
BHE7UR23G,SKU-00022,amazon,2025-06-03 13:02:28.163485,73.17,44.55,117.72,3,22.91,39.24,16.33,1765.04,62
BDPPQ0Y9D,SKU-00023,walmart,2025-06-03 13:02:28.163485,119.26,27.16,146.43,2,43.9,73.21,29.32,4105.98,65
BOM5IGQPK,SKU-00024,walmart,2025-06-03 13:02:28.163485,36.29,30.8,67.08,1,32.16,67.08,34.92,6392.51,66
BI7P5TB94,SKU-00025,amazon,2025-06-03 13:02:28.163485,38.98,26.26,65.24,1,31.59,65.24,33.65,2998.37,90
B874FRHOC,SKU-00026,walmart,2025-06-03 13:02:28.163485,83.34,25.87,109.21,3,14.03,36.4,22.37,2804.15,16
BN9J2QP89,SKU-00027,amazon,2025-06-03 13:02:28.163485,36.02,19.17,55.19,1,20.57,55.19,34.62,3376.33,52
BUZFK8UT0,SKU-00028,walmart,2025-06-03 13:02:28.163485,36.46,8.94,45.4,0,27.34,45.4,18.06,3816.96,61
BCVS4F8CG,SKU-00029,walmart,2025-06-03 13:02:28.163485,158.61,64.53,223.14,3,30.04,74.38,44.34,5529.04,15
BVYIE6IVW,SKU-00030,amazon,2025-06-03 13:02:28.163485,85.0,84.41,169.41,5,23.17,33.88,10.71,3182.03,45
BPVS7HZIO,SKU-00031,walmart,2025-06-03 13:02:28.163485,38.71,13.53,52.24,1,18.13,52.24,34.12,956.88,31
BYKL1CQ99,SKU-00032,walmart,2025-06-03 13:02:28.163485,241.96,29.04,271.0,10,13.0,27.1,14.1,1488.91,27
BCHJ755NF,SKU-00033,walmart,2025-06-03 13:02:28.163485,81.72,24.15,105.87,1,37.62,105.87,68.26,2713.47,65
B4ZW9XA3K,SKU-00034,amazon,2025-06-03 13:02:28.163485,120.61,3.36,123.97,3,17.87,41.32,23.45,3502.66,61
BX7EEDTJV,SKU-00035,walmart,2025-06-03 13:02:28.163485,73.43,11.24,84.67,4,13.55,21.17,7.61,1840.13,31
BZHWJR64D,SKU-00036,amazon,2025-06-03 13:02:28.163485,87.75,36.59,124.34,2,24.4,62.17,37.77,3587.6,57
BPJA1WJ0T,SKU-00037,amazon,2025-06-03 13:02:28.163485,11.99,5.23,17.22,0,5.68,17.22,11.54,530.09,37
BPAC56T4U,SKU-00038,walmart,2025-06-03 13:02:28.163485,204.53,43.57,248.1,5,25.73,49.62,23.89,3559.57,21
BFEL6246H,SKU-00039,amazon,2025-06-03 13:02:28.163485,70.74,119.01,189.76,4,16.23,47.44,31.21,1503.32,21
BID25OWF7,SKU-00040,amazon,2025-06-03 13:02:28.163485,22.71,9.7,32.4,2,8.87,16.2,7.33,908.92,29
B5935A0L7,SKU-00041,amazon,2025-06-03 13:02:28.163485,64.69,10.69,75.37,0,47.26,75.37,28.11,2770.18,25
B253J2D54,SKU-00042,walmart,2025-06-03 13:02:28.163485,21.74,14.28,36.02,1,17.6,36.02,18.42,1459.17,69
BI3QK2IAG,SKU-00043,amazon,2025-06-03 13:02:28.163485,14.34,6.51,20.84,0,12.01,20.84,8.84,1176.22,68
BL58KXO9T,SKU-00044,amazon,2025-06-03 13:02:28.163485,16.56,10.15,26.7,1,9.46,26.7,17.25,946.42,89
B7E8G8JDP,SKU-00045,walmart,2025-06-03 13:02:28.163485,81.56,32.46,114.02,2,25.73,57.01,31.28,3671.88,39
B0LVSNUJZ,SKU-00046,walmart,2025-06-03 13:02:28.163485,21.77,5.22,26.99,0,15.16,26.99,11.83,2714.98,47
BA7TZ0YNC,SKU-00047,amazon,2025-06-03 13:02:28.163485,58.66,14.75,73.41,1,45.27,73.41,28.14,7257.37,32
BXLL4ZKLO,SKU-00048,amazon,2025-06-03 13:02:28.163485,83.79,18.9,102.7,2,28.55,51.35,22.8,5498.06,44
BOKEP7Y6W,SKU-00049,amazon,2025-06-03 13:02:28.163485,128.14,23.38,151.52,4,18.79,37.88,19.09,3259.15,21
BKTAKPUXQ,SKU-00050,amazon,2025-06-03 13:02:28.163485,108.49,63.24,171.73,3,18.79,57.24,38.45,2886.19,39
BXAJI0Y6D,SKU-00001,walmart,2025-06-04 13:02:28.163485,32.78,24.63,57.41,0,32.35,57.41,25.05,3779.05,63
BPBHSAHXT,SKU-00002,amazon,2025-06-04 13:02:28.163485,31.1,6.4,37.51,0,18.38,37.51,19.12,2105.7,86
BHV3A3ZMF,SKU-00003,walmart,2025-06-04 13:02:28.163485,48.03,3.52,51.55,0,34.49,51.55,17.05,4594.37,76
B8MDD4V30,SKU-00004,amazon,2025-06-04 13:02:28.163485,56.75,20.59,77.34,3,15.81,25.78,9.97,1462.02,40
BT9NT3W5U,SKU-00005,amazon,2025-06-04 13:02:28.163485,62.03,63.73,125.75,1,59.93,125.75,65.82,6695.74,24
BZBIKCIDK,SKU-00006,amazon,2025-06-04 13:02:28.163485,39.84,8.33,48.17,1,28.41,48.17,19.76,4848.28,48
BWNNHJ7XV,SKU-00007,walmart,2025-06-04 13:02:28.163485,102.95,48.0,150.94,3,17.82,50.31,32.5,1490.61,82
BG0FN9XUY,SKU-00008,amazon,2025-06-04 13:02:28.163485,208.37,42.21,250.58,10,11.77,25.06,13.29,1144.01,78
B41IBLJH7,SKU-00009,walmart,2025-06-04 13:02:28.163485,43.58,7.68,51.26,1,32.72,51.26,18.54,6379.81,46
B5LXO6QJI,SKU-00010,walmart,2025-06-04 13:02:28.163485,78.77,26.52,105.29,3,22.07,35.1,13.03,3543.71,61
BUJV6OH9S,SKU-00011,walmart,2025-06-04 13:02:28.163485,12.85,22.4,35.26,0,19.49,35.26,15.76,3097.73,68
BDBDW2PCN,SKU-00012,amazon,2025-06-04 13:02:28.163485,9.52,12.85,22.38,0,14.22,22.38,8.16,2481.93,32
B9T84AZYT,SKU-00013,amazon,2025-06-04 13:02:28.163485,78.82,22.69,101.51,1,69.03,101.51,32.48,10168.43,24
BJXEPQ85J,SKU-00014,amazon,2025-06-04 13:02:28.163485,51.87,38.06,89.93,1,57.02,89.93,32.91,7579.43,32
BSG65KXVF,SKU-00015,amazon,2025-06-04 13:02:28.163485,26.75,9.92,36.67,1,23.7,36.67,12.97,4616.15,67
B1T2TALA7,SKU-00016,amazon,2025-06-04 13:02:28.163485,106.47,33.85,140.32,6,15.77,23.39,7.62,2581.69,25
B53LC58DR,SKU-00017,walmart,2025-06-04 13:02:28.163485,24.25,2.68,26.93,1,10.06,26.93,16.87,1215.95,51
BC11ERTJ5,SKU-00018,amazon,2025-06-04 13:02:28.163485,41.27,153.0,194.27,5,13.58,38.85,25.28,952.99,76
BPHT0HL9X,SKU-00019,walmart,2025-06-04 13:02:28.163485,154.73,52.95,207.68,8,8.66,25.96,17.3,916.62,23
BPSEIMVIH,SKU-00020,amazon,2025-06-04 13:02:28.163485,43.57,14.04,57.61,3,8.8,19.2,10.4,789.03,18
BCWI64CIY,SKU-00021,amazon,2025-06-04 13:02:28.163485,15.38,12.37,27.75,0,12.68,27.75,15.07,995.37,39
BHE7UR23G,SKU-00022,walmart,2025-06-04 13:02:28.163485,178.6,48.27,226.87,2,59.16,113.44,54.28,9336.39,48
BDPPQ0Y9D,SKU-00023,amazon,2025-06-04 13:02:28.163485,152.65,42.02,194.67,3,22.45,64.89,42.44,2302.51,70
BOM5IGQPK,SKU-00024,amazon,2025-06-04 13:02:28.163485,16.89,18.19,35.08,0,15.57,35.08,19.51,1464.6,69
BI7P5TB94,SKU-00025,amazon,2025-06-04 13:02:28.163485,110.45,28.97,139.42,2,33.79,69.71,35.92,5072.59,55
B874FRHOC,SKU-00026,amazon,2025-06-04 13:02:28.163485,78.04,30.89,108.93,1,68.78,108.93,40.15,9912.04,67
BN9J2QP89,SKU-00027,walmart,2025-06-04 13:02:28.163485,95.65,42.41,138.06,2,21.48,69.03,47.54,1996.35,70
BUZFK8UT0,SKU-00028,walmart,2025-06-04 13:02:28.163485,31.55,37.33,68.88,3,15.2,22.96,7.76,1297.75,16
BCVS4F8CG,SKU-00029,amazon,2025-06-04 13:02:28.163485,84.52,17.02,101.54,3,12.62,33.85,21.23,1046.65,33
BVYIE6IVW,SKU-00030,amazon,2025-06-04 13:02:28.163485,37.91,5.04,42.94,0,19.52,42.94,23.43,2245.66,88
BPVS7HZIO,SKU-00031,amazon,2025-06-04 13:02:28.163485,32.63,14.88,47.51,0,22.21,47.51,25.29,2581.05,88
BYKL1CQ99,SKU-00032,amazon,2025-06-04 13:02:28.163485,37.32,24.71,62.03,1,19.36,62.03,42.67,2976.75,37
BCHJ755NF,SKU-00033,walmart,2025-06-04 13:02:28.163485,44.16,14.95,59.11,1,36.42,59.11,22.69,6798.05,32
B4ZW9XA3K,SKU-00034,amazon,2025-06-04 13:02:28.163485,112.27,40.08,152.35,9,9.4,16.93,7.52,1395.84,66
BX7EEDTJV,SKU-00035,walmart,2025-06-04 13:02:28.163485,139.41,30.7,170.11,3,17.49,56.7,39.21,3413.47,28
BZHWJR64D,SKU-00036,amazon,2025-06-04 13:02:28.163485,17.41,3.83,21.24,1,8.83,21.24,12.42,1648.81,63
BPJA1WJ0T,SKU-00037,amazon,2025-06-04 13:02:28.163485,43.33,4.81,48.14,1,15.48,48.14,32.66,3069.88,74
BPAC56T4U,SKU-00038,walmart,2025-06-04 13:02:28.163485,135.81,39.41,175.22,2,55.55,87.61,32.06,10585.93,87
BFEL6246H,SKU-00039,walmart,2025-06-04 13:02:28.163485,111.02,29.91,140.94,2,32.88,70.47,37.58,1726.57,36
BID25OWF7,SKU-00040,amazon,2025-06-04 13:02:28.163485,36.71,20.9,57.61,0,17.57,57.61,40.04,1707.97,55
B5935A0L7,SKU-00041,amazon,2025-06-04 13:02:28.163485,114.99,34.79,149.77,3,27.19,49.92,22.74,5348.55,68
B253J2D54,SKU-00042,walmart,2025-06-04 13:02:28.163485,31.19,11.13,42.32,0,23.59,42.32,18.73,2859.8,48
BI3QK2IAG,SKU-00043,walmart,2025-06-04 13:02:28.163485,83.23,23.76,106.99,2,16.74,53.5,36.76,3141.21,81
BL58KXO9T,SKU-00044,walmart,2025-06-04 13:02:28.163485,90.2,24.13,114.33,1,75.15,114.33,39.18,7911.1,46
B7E8G8JDP,SKU-00045,walmart,2025-06-04 13:02:28.163485,77.53,23.73,101.26,2,24.91,50.63,25.72,3705.23,84
B0LVSNUJZ,SKU-00046,walmart,2025-06-04 13:02:28.163485,57.45,6.54,64.0,0,38.53,64.0,25.47,2450.82,79
BA7TZ0YNC,SKU-00047,amazon,2025-06-04 13:02:28.163485,98.69,19.26,117.95,1,65.59,117.95,52.35,5970.47,29
BXLL4ZKLO,SKU-00048,amazon,2025-06-04 13:02:28.163485,36.5,22.85,59.36,2,16.69,29.68,12.99,2378.39,54
BOKEP7Y6W,SKU-00049,amazon,2025-06-04 13:02:28.163485,55.57,38.88,94.45,5,11.06,18.89,7.83,826.65,43
BKTAKPUXQ,SKU-00050,amazon,2025-06-04 13:02:28.163485,25.09,17.52,42.6,1,22.74,42.6,19.86,4185.6,69
BXAJI0Y6D,SKU-00001,walmart,2025-06-05 13:02:28.163485,49.01,51.53,100.54,2,33.87,50.27,16.4,3919.19,18
BPBHSAHXT,SKU-00002,amazon,2025-06-05 13:02:28.163485,9.74,23.29,33.04,1,19.87,33.04,13.16,2743.22,56
BHV3A3ZMF,SKU-00003,walmart,2025-06-05 13:02:28.163485,56.44,27.71,84.16,1,49.43,84.16,34.72,3514.81,76
B8MDD4V30,SKU-00004,amazon,2025-06-05 13:02:28.163485,56.83,28.33,85.16,1,49.56,85.16,35.6,7396.89,57
BT9NT3W5U,SKU-00005,walmart,2025-06-05 13:02:28.163485,85.97,67.93,153.9,3,27.49,51.3,23.81,5139.24,59
BZBIKCIDK,SKU-00006,amazon,2025-06-05 13:02:28.163485,36.21,27.28,63.49,1,31.62,63.49,31.87,3624.28,64
BWNNHJ7XV,SKU-00007,amazon,2025-06-05 13:02:28.163485,100.77,28.34,129.1,2,21.46,64.55,43.09,1211.84,76
BG0FN9XUY,SKU-00008,walmart,2025-06-05 13:02:28.163485,27.69,17.85,45.54,0,24.06,45.54,21.48,1637.49,21
B41IBLJH7,SKU-00009,amazon,2025-06-05 13:02:28.163485,198.12,41.96,240.09,10,16.64,24.01,7.37,2677.89,60
B5LXO6QJI,SKU-00010,amazon,2025-06-05 13:02:28.163485,78.65,19.61,98.25,1,60.77,98.25,37.48,5041.34,34
BUJV6OH9S,SKU-00011,amazon,2025-06-05 13:02:28.163485,63.42,23.87,87.29,1,30.43,87.29,56.86,2470.07,49
BDBDW2PCN,SKU-00012,walmart,2025-06-05 13:02:28.163485,153.31,195.83,349.15,4,51.95,87.29,35.34,9344.67,45
B9T84AZYT,SKU-00013,walmart,2025-06-05 13:02:28.163485,19.63,11.83,31.46,0,21.55,31.46,9.91,1458.91,36
BJXEPQ85J,SKU-00014,amazon,2025-06-05 13:02:28.163485,58.55,49.51,108.06,1,40.29,108.06,67.78,3848.26,67
BSG65KXVF,SKU-00015,amazon,2025-06-05 13:02:28.163485,155.15,48.31,203.46,5,19.23,40.69,21.47,2930.76,65
B1T2TALA7,SKU-00016,walmart,2025-06-05 13:02:28.163485,120.92,33.61,154.53,2,30.56,77.27,46.7,2066.19,17
B53LC58DR,SKU-00017,amazon,2025-06-05 13:02:28.163485,70.73,52.55,123.28,1,84.79,123.28,38.49,13601.15,33
BC11ERTJ5,SKU-00018,amazon,2025-06-05 13:02:28.163485,192.88,35.67,228.56,3,47.25,76.19,28.94,6698.75,56
BPHT0HL9X,SKU-00019,walmart,2025-06-05 13:02:28.163485,185.46,9.62,195.09,7,14.62,27.87,13.25,1847.54,24
BPSEIMVIH,SKU-00020,amazon,2025-06-05 13:02:28.163485,5.41,2.38,7.79,0,2.84,7.79,4.95,287.51,37
BCWI64CIY,SKU-00021,walmart,2025-06-05 13:02:28.163485,7.32,2.38,9.69,0,4.79,9.69,4.9,653.34,59
BHE7UR23G,SKU-00022,walmart,2025-06-05 13:02:28.163485,117.92,42.18,160.1,2,34.22,80.05,45.83,3718.24,74
BDPPQ0Y9D,SKU-00023,amazon,2025-06-05 13:02:28.163485,50.34,29.44,79.79,5,6.79,15.96,9.17,1285.73,73
BOM5IGQPK,SKU-00024,amazon,2025-06-05 13:02:28.163485,141.1,20.2,161.3,10,10.02,16.13,6.11,824.97,60
BI7P5TB94,SKU-00025,walmart,2025-06-05 13:02:28.163485,132.48,33.04,165.52,8,13.48,20.69,7.21,1180.86,89
B874FRHOC,SKU-00026,walmart,2025-06-05 13:02:28.163485,66.59,54.66,121.25,2,35.03,60.63,25.6,2736.39,59
BN9J2QP89,SKU-00027,amazon,2025-06-05 13:02:28.163485,102.32,28.41,130.73,7,9.58,18.68,9.09,1523.58,87
BUZFK8UT0,SKU-00028,amazon,2025-06-05 13:02:28.163485,73.91,11.3,85.21,2,25.4,42.6,17.2,4224.71,47
BCVS4F8CG,SKU-00029,walmart,2025-06-05 13:02:28.163485,7.3,5.82,13.13,0,5.4,13.13,7.73,763.36,49
BVYIE6IVW,SKU-00030,amazon,2025-06-05 13:02:28.163485,118.81,29.01,147.82,2,35.04,73.91,38.86,3392.64,24
