keyword_id,campaign_id,keyword,match_type,impressions,clicks,spend,sales,orders,date,bid,avg_position
KW-CAMP-000010-5,CAMP-000010,power bank,phrase,2194,97,55.98,258.17,5,2025-06-18 17:06:27.128080,0.5,18.8
KW-CAMP-000010-6,CAMP-000010,car charger,broad,766,34,19.55,90.14,1,2025-06-18 17:06:27.128080,1.71,3.7
KW-CAMP-000010-7,CAMP-000010,tablet stand,phrase,1023,45,26.1,120.38,2,2025-06-18 17:06:27.128080,0.6,13.5
KW-CAMP-000010-8,CAMP-000010,bluetooth speaker,phrase,91,4,2.34,10.79,0,2025-06-18 17:06:27.128080,1.08,3.8
KW-CAMP-000011-1,CAMP-000011,keyboard,exact,133,5,11.05,39.63,0,2025-06-18 17:06:27.128080,1.94,4.7
KW-CAMP-000011-2,CAMP-000011,gaming mouse,exact,853,38,70.8,254.01,4,2025-06-18 17:06:27.128080,1.65,7.7
KW-CAMP-000011-3,CAMP-000011,laptop bag,phrase,20,0,1.74,6.23,0,2025-06-18 17:06:27.128080,1.79,5.2
KW-CAMP-000011-4,CAMP-000011,power bank,exact,180,8,14.98,53.75,1,2025-06-18 17:06:27.128080,0.94,8.5
KW-CAMP-000011-5,CAMP-000011,gaming mouse,exact,129,5,10.73,38.49,0,2025-06-18 17:06:27.128080,0.58,17.3
KW-CAMP-000011-6,CAMP-000011,screen protector,phrase,1284,57,106.55,382.27,7,2025-06-18 17:06:27.128080,0.43,17.1
KW-CAMP-000011-7,CAMP-000011,gaming mouse,broad,381,17,31.67,113.62,2,2025-06-18 17:06:27.128080,0.76,4.3
KW-CAMP-000011-8,CAMP-000011,phone mount,phrase,494,22,41.03,147.21,2,2025-06-18 17:06:27.128080,0.85,2.6
KW-CAMP-000012-1,CAMP-000012,usb cable,phrase,697,12,21.96,18.18,0,2025-06-18 17:06:27.128080,0.84,9.6
KW-CAMP-000012-2,CAMP-000012,external drive,phrase,626,11,19.74,16.33,0,2025-06-18 17:06:27.128080,1.36,9.9
KW-CAMP-000012-3,CAMP-000012,phone mount,broad,1071,19,33.76,27.94,0,2025-06-18 17:06:27.128080,0.26,18.4
KW-CAMP-000013-1,CAMP-000013,screen protector,exact,177,1,1.16,4.34,0,2025-06-18 17:06:27.128080,2.91,8.2
KW-CAMP-000013-2,CAMP-000013,smart watch,exact,575,4,3.76,14.06,0,2025-06-18 17:06:27.128080,0.68,12.2
KW-CAMP-000013-3,CAMP-000013,car charger,broad,168,1,1.1,4.12,0,2025-06-18 17:06:27.128080,2.29,9.9
KW-CAMP-000013-4,CAMP-000013,fitness tracker,phrase,258,1,1.69,6.32,0,2025-06-18 17:06:27.128080,1.29,5.1
KW-CAMP-000013-5,CAMP-000013,keyboard,exact,135,1,0.89,3.31,0,2025-06-18 17:06:27.128080,1.42,16.8
KW-CAMP-000013-6,CAMP-000013,laptop bag,broad,1124,8,7.34,27.47,0,2025-06-18 17:06:27.128080,1.13,16.3
KW-CAMP-000013-7,CAMP-000013,gaming mouse,exact,312,2,2.04,7.64,0,2025-06-18 17:06:27.128080,2.32,11.3
KW-CAMP-000013-8,CAMP-000013,car charger,phrase,817,6,5.33,19.97,0,2025-06-18 17:06:27.128080,0.76,2.4
KW-CAMP-000014-1,CAMP-000014,phone mount,phrase,3345,174,338.3,935.1,10,2025-06-18 17:06:27.128080,2.47,2.1
KW-CAMP-000014-2,CAMP-000014,bluetooth speaker,exact,387,20,39.18,108.3,1,2025-06-18 17:06:27.128080,0.59,3.1
KW-CAMP-000014-3,CAMP-000014,screen protector,phrase,2974,154,300.8,831.43,9,2025-06-18 17:06:27.128080,0.61,9.9
KW-CAMP-000014-4,CAMP-000014,tablet stand,phrase,2125,110,214.93,594.1,6,2025-06-18 17:06:27.128080,2.3,18.9
KW-CAMP-000015-1,CAMP-000015,laptop bag,phrase,675,14,4.56,25.48,0,2025-06-18 17:06:27.128080,1.71,6.3
KW-CAMP-000015-2,CAMP-000015,smart watch,broad,859,18,5.8,32.43,1,2025-06-18 17:06:27.128080,0.98,7.1
KW-CAMP-000015-3,CAMP-000015,bluetooth speaker,phrase,11,0,0.07,0.42,0,2025-06-18 17:06:27.128080,0.65,12.4
KW-CAMP-000015-4,CAMP-000015,charging cable,broad,259,5,1.75,9.8,0,2025-06-18 17:06:27.128080,0.89,3.3
KW-CAMP-000015-5,CAMP-000015,external drive,exact,91,1,0.62,3.46,0,2025-06-18 17:06:27.128080,0.45,19.8
KW-CAMP-000015-6,CAMP-000015,screen protector,phrase,3,0,0.02,0.12,0,2025-06-18 17:06:27.128080,0.3,9.2
KW-CAMP-000015-7,CAMP-000015,usb cable,phrase,235,5,1.59,8.88,0,2025-06-18 17:06:27.128080,0.13,15.4
KW-CAMP-000016-1,CAMP-000016,charging cable,exact,103,5,4.91,0.0,0,2025-06-18 17:06:27.128080,1.04,19.7
KW-CAMP-000016-2,CAMP-000016,external drive,phrase,31,1,1.48,0.0,0,2025-06-18 17:06:27.128080,0.86,19.3
KW-CAMP-000016-3,CAMP-000016,screen protector,phrase,61,3,2.93,0.0,0,2025-06-18 17:06:27.128080,2.95,5.6
KW-CAMP-000016-4,CAMP-000016,screen protector,exact,80,4,3.84,0.0,0,2025-06-18 17:06:27.128080,0.31,1.1
KW-CAMP-000016-5,CAMP-000016,phone mount,broad,307,15,14.59,0.0,0,2025-06-18 17:06:27.128080,2.97,5.5
KW-CAMP-000017-1,CAMP-000017,fitness tracker,broad,439,9,16.81,20.61,0,2025-06-18 17:06:27.128080,0.79,1.9
KW-CAMP-000017-2,CAMP-000017,smart watch,phrase,338,7,12.94,15.87,0,2025-06-18 17:06:27.128080,1.46,19.0
KW-CAMP-000017-3,CAMP-000017,power bank,phrase,927,20,35.49,43.51,0,2025-06-18 17:06:27.128080,0.62,9.0
KW-CAMP-000017-4,CAMP-000017,external drive,broad,742,16,28.4,34.83,0,2025-06-18 17:06:27.128080,1.89,8.0
KW-CAMP-000017-5,CAMP-000017,laptop bag,phrase,34,0,1.32,1.62,0,2025-06-18 17:06:27.128080,0.34,8.9
KW-CAMP-000017-6,CAMP-000017,smart watch,phrase,369,8,14.13,17.33,0,2025-06-18 17:06:27.128080,1.62,4.7
KW-CAMP-000018-1,CAMP-000018,power bank,broad,3874,341,187.1,1512.42,25,2025-06-18 17:06:27.128080,0.86,10.3
KW-CAMP-000018-2,CAMP-000018,charging cable,phrase,107,9,5.2,42.01,0,2025-06-18 17:06:27.128080,2.02,7.7
KW-CAMP-000018-3,CAMP-000018,fitness tracker,phrase,35,3,1.73,13.96,0,2025-06-18 17:06:27.128080,0.79,19.0
KW-CAMP-000019-1,CAMP-000019,smart watch,broad,840,35,26.6,18.6,0,2025-06-18 17:06:27.128080,1.11,3.6
KW-CAMP-000019-2,CAMP-000019,wireless headphones,exact,357,15,11.31,7.91,0,2025-06-18 17:06:27.128080,0.26,16.5
KW-CAMP-000019-3,CAMP-000019,screen protector,phrase,361,15,11.44,8.0,0,2025-06-18 17:06:27.128080,0.76,10.2
KW-CAMP-000019-4,CAMP-000019,car charger,broad,1477,62,46.78,32.71,1,2025-06-18 17:06:27.128080,2.02,3.9
KW-CAMP-000019-5,CAMP-000019,tablet stand,exact,941,39,29.79,20.83,0,2025-06-18 17:06:27.128080,1.0,2.7
KW-CAMP-000019-6,CAMP-000019,laptop bag,exact,401,16,12.7,8.88,0,2025-06-18 17:06:27.128080,0.59,18.9
KW-CAMP-000019-7,CAMP-000019,phone case,phrase,626,26,19.83,13.86,0,2025-06-18 17:06:27.128080,1.12,11.0
KW-CAMP-000020-1,CAMP-000020,external drive,phrase,475,27,45.55,37.78,1,2025-06-18 17:06:27.128080,0.6,6.5
KW-CAMP-000020-2,CAMP-000020,smart watch,exact,975,56,93.39,77.47,2,2025-06-18 17:06:27.128080,0.39,9.4
KW-CAMP-000020-3,CAMP-000020,phone mount,exact,592,34,56.76,47.08,1,2025-06-18 17:06:27.128080,0.88,18.9
KW-CAMP-000020-4,CAMP-000020,tablet stand,exact,800,46,76.63,63.57,1,2025-06-18 17:06:27.128080,1.05,14.1
KW-CAMP-000021-1,CAMP-000021,keyboard,phrase,1095,20,33.73,66.72,1,2025-06-18 17:06:27.128080,0.28,4.3
KW-CAMP-000021-2,CAMP-000021,phone case,exact,151,2,4.67,9.25,0,2025-06-18 17:06:27.128080,1.04,14.4
KW-CAMP-000021-3,CAMP-000021,power bank,exact,702,13,21.63,42.79,0,2025-06-18 17:06:27.128080,1.12,13.5
KW-CAMP-000021-4,CAMP-000021,fitness tracker,exact,326,6,10.06,19.89,0,2025-06-18 17:06:27.128080,1.1,6.4
KW-CAMP-000022-1,CAMP-000022,power bank,exact,664,38,65.73,313.23,2,2025-06-18 17:06:27.128080,0.24,4.9
KW-CAMP-000022-2,CAMP-000022,external drive,exact,108,6,10.77,51.31,0,2025-06-18 17:06:27.128080,1.36,3.1
KW-CAMP-000022-3,CAMP-000022,usb cable,exact,3189,183,315.53,1503.55,11,2025-06-18 17:06:27.128080,0.22,17.6
KW-CAMP-000022-4,CAMP-000022,external drive,exact,1069,61,105.84,504.36,3,2025-06-18 17:06:27.128080,1.2,8.9
KW-CAMP-000022-5,CAMP-000022,usb cable,broad,347,19,34.33,163.58,1,2025-06-18 17:06:27.128080,1.56,13.1
KW-CAMP-000022-6,CAMP-000022,smart watch,broad,270,15,26.76,127.53,1,2025-06-18 17:06:27.128080,1.22,14.6
KW-CAMP-000022-7,CAMP-000022,car charger,phrase,155,8,15.34,73.09,0,2025-06-18 17:06:27.128080,1.12,5.1
KW-CAMP-000022-8,CAMP-000022,smart watch,phrase,236,13,23.35,111.28,0,2025-06-18 17:06:27.128080,0.71,8.7
KW-CAMP-000023-1,CAMP-000023,power bank,exact,142,16,11.83,12.62,0,2025-06-18 17:06:27.128080,0.66,7.6
KW-CAMP-000023-2,CAMP-000023,smart watch,exact,81,9,6.73,7.18,0,2025-06-18 17:06:27.128080,1.15,12.1
KW-CAMP-000023-3,CAMP-000023,laptop bag,exact,534,60,44.35,47.3,2,2025-06-18 17:06:27.128080,0.65,19.9
KW-CAMP-000023-4,CAMP-000023,smart watch,phrase,196,22,16.3,17.38,0,2025-06-18 17:06:27.128080,0.49,8.8
KW-CAMP-000023-5,CAMP-000023,keyboard,broad,976,110,81.11,86.51,3,2025-06-18 17:06:27.128080,1.15,15.8
KW-CAMP-000023-6,CAMP-000023,fitness tracker,broad,400,45,33.23,35.43,1,2025-06-18 17:06:27.128080,0.71,3.4
KW-CAMP-000023-7,CAMP-000023,smart watch,broad,653,74,54.28,57.89,2,2025-06-18 17:06:27.128080,2.85,8.7
KW-CAMP-000023-8,CAMP-000023,phone case,phrase,287,32,23.86,25.44,1,2025-06-18 17:06:27.128080,2.24,6.2
KW-CAMP-000024-1,CAMP-000024,wireless headphones,exact,766,37,34.96,395.07,3,2025-06-18 17:06:27.128080,1.11,11.3
KW-CAMP-000024-2,CAMP-000024,screen protector,exact,323,15,14.77,166.83,1,2025-06-18 17:06:27.128080,0.42,7.4
KW-CAMP-000024-3,CAMP-000024,external drive,phrase,204,9,9.32,105.32,0,2025-06-18 17:06:27.128080,0.73,19.5
KW-CAMP-000024-4,CAMP-000024,laptop bag,broad,538,26,24.57,277.65,2,2025-06-18 17:06:27.128080,1.89,16.1
KW-CAMP-000024-5,CAMP-000024,wireless headphones,broad,1911,92,87.24,985.71,7,2025-06-18 17:06:27.128080,0.55,2.4
KW-CAMP-000024-6,CAMP-000024,smart watch,exact,117,5,5.38,60.79,0,2025-06-18 17:06:27.128080,1.32,9.5
KW-CAMP-000025-1,CAMP-000025,power bank,exact,187,8,6.46,36.39,1,2025-06-18 17:06:27.128080,2.08,12.8
KW-CAMP-000025-2,CAMP-000025,usb cable,exact,229,10,7.93,44.65,2,2025-06-18 17:06:27.128080,1.92,11.1
KW-CAMP-000025-3,CAMP-000025,bluetooth speaker,exact,210,9,7.27,40.91,2,2025-06-18 17:06:27.128080,0.78,16.3
KW-CAMP-000025-4,CAMP-000025,keyboard,phrase,412,18,14.24,80.15,4,2025-06-18 17:06:27.128080,1.97,5.0
KW-CAMP-000025-5,CAMP-000025,phone case,phrase,103,4,3.58,20.14,1,2025-06-18 17:06:27.128080,0.38,9.8
KW-CAMP-000025-6,CAMP-000025,smart watch,broad,53,2,1.86,10.47,0,2025-06-18 17:06:27.128080,1.59,12.3
KW-CAMP-000025-7,CAMP-000025,screen protector,phrase,219,9,7.56,42.56,2,2025-06-18 17:06:27.128080,1.83,11.2
KW-CAMP-000025-8,CAMP-000025,tablet stand,phrase,0,0,0.01,0.06,0,2025-06-18 17:06:27.128080,1.12,3.2
KW-CAMP-000001-1,CAMP-000001,smart watch,broad,112,6,17.03,8.11,0,2025-06-19 17:06:27.128080,1.25,16.0
KW-CAMP-000001-2,CAMP-000001,usb cable,exact,2595,158,392.11,186.72,2,2025-06-19 17:06:27.128080,1.09,5.3
KW-CAMP-000001-3,CAMP-000001,gaming mouse,phrase,2311,141,349.25,166.3,2,2025-06-19 17:06:27.128080,1.71,10.4
KW-CAMP-000001-4,CAMP-000001,screen protector,exact,3274,200,494.7,235.57,3,2025-06-19 17:06:27.128080,0.84,16.6
KW-CAMP-000001-5,CAMP-000001,smart watch,broad,1052,64,159.0,75.71,1,2025-06-19 17:06:27.128080,1.28,16.3
KW-CAMP-000002-1,CAMP-000002,charging cable,phrase,27509,749,831.23,8084.35,141,2025-06-19 17:06:27.128080,0.38,4.8
KW-CAMP-000002-2,CAMP-000002,phone case,phrase,21628,588,653.53,6356.04,111,2025-06-19 17:06:27.128080,0.74,10.2
KW-CAMP-000002-3,CAMP-000002,charging cable,broad,958,26,28.95,281.55,4,2025-06-19 17:06:27.128080,2.09,9.8
KW-CAMP-000002-4,CAMP-000002,smart watch,exact,870,23,26.31,255.92,4,2025-06-19 17:06:27.128080,4.14,5.6
KW-CAMP-000002-5,CAMP-000002,screen protector,phrase,15913,433,480.84,4676.5,82,2025-06-19 17:06:27.128080,1.37,5.0
KW-CAMP-000002-6,CAMP-000002,tablet stand,broad,22416,610,677.32,6587.48,115,2025-06-19 17:06:27.128080,0.4,6.7
KW-CAMP-000002-7,CAMP-000002,smart watch,broad,2053,55,62.04,603.39,10,2025-06-19 17:06:27.128080,1.24,1.9
KW-CAMP-000003-1,CAMP-000003,wireless headphones,phrase,158,5,3.67,22.95,0,2025-06-19 17:06:27.128080,1.46,10.1
KW-CAMP-000003-2,CAMP-000003,smart watch,phrase,171,6,3.97,24.8,0,2025-06-19 17:06:27.128080,0.25,5.9
KW-CAMP-000003-3,CAMP-000003,bluetooth speaker,phrase,349,12,8.1,50.66,0,2025-06-19 17:06:27.128080,0.77,6.4
KW-CAMP-000003-4,CAMP-000003,fitness tracker,phrase,323,11,7.49,46.87,0,2025-06-19 17:06:27.128080,0.86,8.2
KW-CAMP-000003-5,CAMP-000003,charging cable,broad,1247,45,28.86,180.53,3,2025-06-19 17:06:27.128080,0.77,1.7
KW-CAMP-000003-6,CAMP-000003,phone mount,broad,46,1,1.07,6.68,0,2025-06-19 17:06:27.128080,0.81,11.4
KW-CAMP-000004-1,CAMP-000004,usb cable,broad,38,4,2.64,7.38,0,2025-06-19 17:06:27.128080,0.86,1.7
KW-CAMP-000004-2,CAMP-000004,laptop bag,broad,73,8,5.01,14.05,1,2025-06-19 17:06:27.128080,1.59,8.2
KW-CAMP-000004-3,CAMP-000004,external drive,exact,106,12,7.28,20.41,1,2025-06-19 17:06:27.128080,0.32,19.0
KW-CAMP-000004-4,CAMP-000004,screen protector,phrase,11,1,0.79,2.22,0,2025-06-19 17:06:27.128080,1.33,6.4
KW-CAMP-000004-5,CAMP-000004,smart watch,broad,237,27,16.23,45.49,3,2025-06-19 17:06:27.128080,1.34,1.7
KW-CAMP-000005-1,CAMP-000005,tablet stand,exact,153,1,0.94,19.65,0,2025-06-19 17:06:27.128080,3.47,15.9
KW-CAMP-000005-2,CAMP-000005,laptop bag,broad,2126,20,13.08,272.74,3,2025-06-19 17:06:27.128080,0.45,1.7
KW-CAMP-000005-3,CAMP-000005,gaming mouse,exact,1849,18,11.38,237.26,3,2025-06-19 17:06:27.128080,0.53,12.2
KW-CAMP-000006-1,CAMP-000006,phone mount,phrase,713,61,103.31,1222.67,10,2025-06-19 17:06:27.128080,0.67,1.1
KW-CAMP-000006-2,CAMP-000006,bluetooth speaker,phrase,468,39,67.73,801.6,6,2025-06-19 17:06:27.128080,1.83,11.4
KW-CAMP-000006-3,CAMP-000006,keyboard,exact,558,47,80.8,956.25,8,2025-06-19 17:06:27.128080,1.78,5.6
KW-CAMP-000006-4,CAMP-000006,charging cable,phrase,48,4,6.96,82.32,0,2025-06-19 17:06:27.128080,0.44,18.2
KW-CAMP-000006-5,CAMP-000006,phone mount,phrase,2721,232,393.73,4659.7,39,2025-06-19 17:06:27.128080,1.56,12.5
KW-CAMP-000006-6,CAMP-000006,bluetooth speaker,broad,128,10,18.57,219.74,1,2025-06-19 17:06:27.128080,0.29,11.7
KW-CAMP-000006-7,CAMP-000006,external drive,phrase,451,38,65.29,772.74,6,2025-06-19 17:06:27.128080,2.87,2.1
KW-CAMP-000007-1,CAMP-000007,laptop bag,broad,295,34,54.45,172.61,3,2025-06-19 17:06:27.128080,0.69,4.8
KW-CAMP-000007-2,CAMP-000007,keyboard,exact,142,16,26.36,83.58,1,2025-06-19 17:06:27.128080,0.89,1.0
KW-CAMP-000007-3,CAMP-000007,gaming mouse,exact,320,38,59.24,187.8,4,2025-06-19 17:06:27.128080,0.94,7.3
KW-CAMP-000007-4,CAMP-000007,keyboard,phrase,96,11,17.82,56.48,1,2025-06-19 17:06:27.128080,1.36,15.6
KW-CAMP-000007-5,CAMP-000007,fitness tracker,exact,426,50,78.64,249.3,5,2025-06-19 17:06:27.128080,0.54,8.1
KW-CAMP-000007-6,CAMP-000007,phone mount,phrase,258,30,47.64,151.03,3,2025-06-19 17:06:27.128080,0.26,6.3
KW-CAMP-000008-1,CAMP-000008,bluetooth speaker,broad,19,1,1.43,8.16,0,2025-06-19 17:06:27.128080,1.01,1.5
KW-CAMP-000008-2,CAMP-000008,charging cable,phrase,148,11,10.75,61.19,0,2025-06-19 17:06:27.128080,0.6,3.6
KW-CAMP-000008-3,CAMP-000008,bluetooth speaker,broad,58,4,4.25,24.2,0,2025-06-19 17:06:27.128080,0.67,11.0
KW-CAMP-000008-4,CAMP-000008,smart watch,exact,146,11,10.58,60.23,0,2025-06-19 17:06:27.128080,1.66,4.8
KW-CAMP-000008-5,CAMP-000008,screen protector,exact,32,2,2.36,13.42,0,2025-06-19 17:06:27.128080,0.69,6.5
KW-CAMP-000009-1,CAMP-000009,charging cable,exact,1,0,0.05,0.27,0,2025-06-19 17:06:27.128080,1.87,1.9
KW-CAMP-000009-2,CAMP-000009,tablet stand,broad,920,35,31.27,156.25,1,2025-06-19 17:06:27.128080,0.67,3.5
KW-CAMP-000009-3,CAMP-000009,usb cable,phrase,138,5,4.71,23.55,0,2025-06-19 17:06:27.128080,2.01,1.0
KW-CAMP-000009-4,CAMP-000009,gaming mouse,phrase,71,2,2.42,12.1,0,2025-06-19 17:06:27.128080,0.91,9.9
KW-CAMP-000009-5,CAMP-000009,phone mount,broad,1194,46,40.57,202.68,2,2025-06-19 17:06:27.128080,0.17,14.8
KW-CAMP-000009-6,CAMP-000009,power bank,broad,1090,42,37.03,185.01,1,2025-06-19 17:06:27.128080,0.93,10.3
KW-CAMP-000009-7,CAMP-000009,phone mount,exact,1505,58,51.14,255.51,2,2025-06-19 17:06:27.128080,2.28,16.4
KW-CAMP-000010-1,CAMP-000010,laptop bag,phrase,7575,174,68.1,443.64,5,2025-06-19 17:06:27.128080,1.1,1.3
KW-CAMP-000010-2,CAMP-000010,bluetooth speaker,exact,16133,371,145.03,944.86,12,2025-06-19 17:06:27.128080,1.85,1.1
KW-CAMP-000010-3,CAMP-000010,charging cable,phrase,20594,474,185.14,1206.13,15,2025-06-19 17:06:27.128080,1.83,11.1
KW-CAMP-000011-1,CAMP-000011,phone case,phrase,163,3,5.5,9.48,0,2025-06-19 17:06:27.128080,2.42,2.4
KW-CAMP-000011-2,CAMP-000011,keyboard,phrase,164,3,5.52,9.51,0,2025-06-19 17:06:27.128080,1.02,19.3
KW-CAMP-000011-3,CAMP-000011,smart watch,exact,329,6,11.08,19.08,0,2025-06-19 17:06:27.128080,1.64,7.6
KW-CAMP-000011-4,CAMP-000011,screen protector,broad,108,2,3.65,6.28,0,2025-06-19 17:06:27.128080,0.76,5.3
KW-CAMP-000011-5,CAMP-000011,gaming mouse,broad,262,5,8.84,15.21,0,2025-06-19 17:06:27.128080,0.7,16.8
KW-CAMP-000011-6,CAMP-000011,phone case,phrase,30,0,1.03,1.78,0,2025-06-19 17:06:27.128080,2.12,13.2
KW-CAMP-000011-7,CAMP-000011,charging cable,exact,873,17,29.35,50.52,1,2025-06-19 17:06:27.128080,0.19,7.8
KW-CAMP-000012-1,CAMP-000012,gaming mouse,phrase,1177,64,59.76,205.37,3,2025-06-19 17:06:27.128080,0.18,2.3
KW-CAMP-000012-2,CAMP-000012,power bank,broad,1685,93,85.58,294.11,5,2025-06-19 17:06:27.128080,0.84,18.7
KW-CAMP-000012-3,CAMP-000012,bluetooth speaker,phrase,67,3,3.41,11.72,0,2025-06-19 17:06:27.128080,0.31,6.5
KW-CAMP-000012-4,CAMP-000012,usb cable,exact,1863,102,94.6,325.12,5,2025-06-19 17:06:27.128080,0.5,18.4
KW-CAMP-000012-5,CAMP-000012,fitness tracker,phrase,1413,78,71.77,246.66,4,2025-06-19 17:06:27.128080,0.69,12.3
KW-CAMP-000012-6,CAMP-000012,screen protector,phrase,711,39,36.13,124.17,2,2025-06-19 17:06:27.128080,1.11,1.1
KW-CAMP-000012-7,CAMP-000012,bluetooth speaker,broad,743,41,37.73,129.66,2,2025-06-19 17:06:27.128080,1.22,16.2
KW-CAMP-000013-1,CAMP-000013,screen protector,broad,267,13,28.3,26.37,0,2025-06-19 17:06:27.128080,0.68,6.7
KW-CAMP-000013-2,CAMP-000013,keyboard,phrase,345,17,36.54,34.04,0,2025-06-19 17:06:27.128080,1.14,13.4
KW-CAMP-000013-3,CAMP-000013,wireless headphones,phrase,1161,59,122.76,114.36,1,2025-06-19 17:06:27.128080,0.59,10.6
KW-CAMP-000013-4,CAMP-000013,car charger,exact,1561,80,165.01,153.73,2,2025-06-19 17:06:27.128080,2.42,7.6
KW-CAMP-000013-5,CAMP-000013,fitness tracker,broad,26,1,2.8,2.61,0,2025-06-19 17:06:27.128080,0.59,1.3
KW-CAMP-000013-6,CAMP-000013,tablet stand,phrase,105,5,11.18,10.42,0,2025-06-19 17:06:27.128080,0.51,5.4
KW-CAMP-000014-1,CAMP-000014,phone mount,broad,459,26,32.1,50.62,3,2025-06-19 17:06:27.128080,1.81,18.1
KW-CAMP-000014-2,CAMP-000014,laptop bag,exact,684,40,47.84,75.43,4,2025-06-19 17:06:27.128080,0.2,3.8
KW-CAMP-000014-3,CAMP-000014,power bank,exact,1854,108,129.7,204.52,13,2025-06-19 17:06:27.128080,0.3,8.4
KW-CAMP-000014-4,CAMP-000014,wireless headphones,broad,1971,115,137.85,217.37,13,2025-06-19 17:06:27.128080,0.3,7.2
KW-CAMP-000014-5,CAMP-000014,laptop bag,exact,2241,131,156.77,247.21,15,2025-06-19 17:06:27.128080,0.21,6.0
KW-CAMP-000015-1,CAMP-000015,keyboard,broad,19,0,0.2,2.34,0,2025-06-19 17:06:27.128080,0.2,17.6
KW-CAMP-000015-2,CAMP-000015,phone mount,broad,282,6,2.93,33.91,0,2025-06-19 17:06:27.128080,0.5,6.0
KW-CAMP-000015-3,CAMP-000015,fitness tracker,broad,93,2,0.97,11.27,0,2025-06-19 17:06:27.128080,2.38,7.4
KW-CAMP-000016-1,CAMP-000016,laptop bag,broad,121,4,6.37,17.85,0,2025-06-19 17:06:27.128080,0.61,14.7
KW-CAMP-000016-2,CAMP-000016,smart watch,phrase,615,21,32.17,90.16,2,2025-06-19 17:06:27.128080,0.31,2.7
KW-CAMP-000016-3,CAMP-000016,wireless headphones,phrase,213,7,11.17,31.3,0,2025-06-19 17:06:27.128080,0.58,14.3
KW-CAMP-000016-4,CAMP-000016,laptop bag,phrase,299,10,15.63,43.8,1,2025-06-19 17:06:27.128080,0.54,5.2
KW-CAMP-000016-5,CAMP-000016,external drive,phrase,233,8,12.19,34.16,0,2025-06-19 17:06:27.128080,1.64,17.5
KW-CAMP-000016-6,CAMP-000016,tablet stand,phrase,200,6,10.45,29.29,0,2025-06-19 17:06:27.128080,0.39,8.0
KW-CAMP-000016-7,CAMP-000016,usb cable,exact,252,8,13.21,37.02,0,2025-06-19 17:06:27.128080,0.5,11.0
KW-CAMP-000017-1,CAMP-000017,screen protector,broad,180,9,8.67,51.26,1,2025-06-19 17:06:27.128080,1.73,7.5
KW-CAMP-000017-2,CAMP-000017,smart watch,phrase,402,20,19.33,114.21,4,2025-06-19 17:06:27.128080,0.6,3.2
KW-CAMP-000017-3,CAMP-000017,smart watch,exact,273,14,13.13,77.59,2,2025-06-19 17:06:27.128080,0.28,3.3
KW-CAMP-000017-4,CAMP-000017,phone case,broad,282,14,13.57,80.18,2,2025-06-19 17:06:27.128080,1.35,5.1
KW-CAMP-000017-5,CAMP-000017,usb cable,broad,39,2,1.91,11.26,0,2025-06-19 17:06:27.128080,1.59,9.7
KW-CAMP-000017-6,CAMP-000017,external drive,exact,291,15,13.98,82.61,3,2025-06-19 17:06:27.128080,1.82,14.5
KW-CAMP-000017-7,CAMP-000017,car charger,broad,287,14,13.81,81.59,3,2025-06-19 17:06:27.128080,1.1,1.3
KW-CAMP-000018-1,CAMP-000018,external drive,phrase,12,0,0.32,2.11,0,2025-06-19 17:06:27.128080,2.07,19.2
KW-CAMP-000018-2,CAMP-000018,keyboard,phrase,710,29,18.43,122.54,3,2025-06-19 17:06:27.128080,0.71,12.0
KW-CAMP-000018-3,CAMP-000018,phone mount,broad,630,26,16.36,108.79,2,2025-06-19 17:06:27.128080,1.21,18.6
KW-CAMP-000018-4,CAMP-000018,phone mount,exact,178,7,4.64,30.83,0,2025-06-19 17:06:27.128080,2.73,14.7
KW-CAMP-000018-5,CAMP-000018,tablet stand,broad,559,23,14.53,96.62,2,2025-06-19 17:06:27.128080,1.0,18.0
KW-CAMP-000018-6,CAMP-000018,screen protector,broad,283,11,7.37,48.99,1,2025-06-19 17:06:27.128080,1.98,15.1
KW-CAMP-000018-7,CAMP-000018,external drive,broad,89,3,2.31,15.38,0,2025-06-19 17:06:27.128080,1.22,5.4
KW-CAMP-000019-1,CAMP-000019,fitness tracker,exact,97,4,7.65,5.34,0,2025-06-19 17:06:27.128080,0.33,6.3
KW-CAMP-000019-2,CAMP-000019,keyboard,broad,740,37,57.99,40.47,0,2025-06-19 17:06:27.128080,1.13,6.8
KW-CAMP-000019-3,CAMP-000019,usb cable,exact,210,10,16.51,11.52,0,2025-06-19 17:06:27.128080,0.55,5.9
KW-CAMP-000019-4,CAMP-000019,smart watch,broad,166,8,13.05,9.11,0,2025-06-19 17:06:27.128080,0.83,11.0
KW-CAMP-000019-5,CAMP-000019,tablet stand,phrase,56,2,4.43,3.09,0,2025-06-19 17:06:27.128080,0.22,9.2
KW-CAMP-000019-6,CAMP-000019,charging cable,exact,313,15,24.59,17.16,0,2025-06-19 17:06:27.128080,0.88,11.4
KW-CAMP-000020-1,CAMP-000020,car charger,exact,239,2,1.88,2.64,0,2025-06-19 17:06:27.128080,1.42,13.5
KW-CAMP-000020-2,CAMP-000020,charging cable,broad,469,5,3.7,5.18,0,2025-06-19 17:06:27.128080,0.96,14.1
