campaign_id,platform,campaign_type,date,impressions,clicks,spend,sales,orders,acos,roas,cpc,ctr,conversion_rate
CAMP-000001,amazon,sponsored_brands,2025-06-15 13:02:27.967686,555,7,5.97,0.0,0,1.0,0.0,0.85,1.262,9.049
CAMP-000002,amazon,sponsored_display,2025-06-15 13:02:27.967686,4660,154,281.38,313.02,15,0.899,1.11,1.83,3.319,9.921
CAMP-000003,amazon,sponsored_display,2025-06-15 13:02:27.967686,18839,916,2347.52,264.82,14,8.865,0.11,2.56,4.867,1.548
CAMP-000004,amazon,sponsored_brands,2025-06-15 13:02:27.967686,4926,37,61.58,324.02,7,0.19,5.26,1.66,0.762,21.214
CAMP-000005,walmart,sponsored_products,2025-06-15 13:02:27.967686,1225,30,27.06,156.67,6,0.173,5.79,0.9,2.487,20.038
CAMP-000006,walmart,sponsored_products,2025-06-15 13:02:27.967686,956,136,122.29,388.26,9,0.315,3.17,0.9,14.262,6.969
CAMP-000007,walmart,sponsored_products,2025-06-15 13:02:27.967686,385,9,2.84,0.0,0,1.0,0.0,0.32,2.498,3.769
CAMP-000008,amazon,sponsored_display,2025-06-15 13:02:27.967686,4292,237,142.11,606.82,12,0.234,4.27,0.6,5.54,5.452
CAMP-000009,walmart,sponsored_products,2025-06-15 13:02:27.967686,4991,101,65.82,257.42,4,0.256,3.91,0.65,2.037,4.102
CAMP-000010,amazon,sponsored_brands,2025-06-15 13:02:27.967686,512,13,17.94,64.28,2,0.279,3.58,1.38,2.585,19.934
CAMP-000011,walmart,sponsored_products,2025-06-15 13:02:27.967686,5172,19,16.36,0.0,0,1.0,0.0,0.86,0.377,4.248
CAMP-000012,walmart,sponsored_brands,2025-06-15 13:02:27.967686,3024,321,283.77,2115.31,52,0.134,7.45,0.88,10.629,16.289
CAMP-000013,walmart,sponsored_display,2025-06-15 13:02:27.967686,1295,24,94.22,630.14,5,0.15,6.69,3.93,1.873,22.747
CAMP-000014,amazon,sponsored_brands,2025-06-15 13:02:27.967686,1744,78,87.89,485.69,9,0.181,5.53,1.13,4.523,11.955
CAMP-000015,amazon,sponsored_brands,2025-06-15 13:02:27.967686,750,61,163.66,263.43,12,0.621,1.61,2.68,8.245,20.193
CAMP-000016,amazon,sponsored_display,2025-06-15 13:02:27.967686,507,9,8.97,0.0,0,1.0,0.0,1.0,1.853,9.417
CAMP-000017,amazon,sponsored_display,2025-06-15 13:02:27.967686,1425,100,123.36,182.27,4,0.677,1.48,1.23,7.05,4.138
CAMP-000018,walmart,sponsored_products,2025-06-15 13:02:27.967686,1877,107,32.88,78.66,1,0.418,2.39,0.31,5.699,1.582
CAMP-000019,amazon,sponsored_brands,2025-06-15 13:02:27.967686,5484,407,191.67,2741.39,37,0.07,14.3,0.47,7.421,9.301
CAMP-000020,walmart,sponsored_display,2025-06-15 13:02:27.967686,3164,100,173.44,229.93,7,0.754,1.33,1.73,3.18,7.952
CAMP-000021,amazon,sponsored_display,2025-06-15 13:02:27.967686,6604,184,497.14,1941.45,39,0.256,3.91,2.7,2.792,21.279
CAMP-000022,walmart,sponsored_display,2025-06-15 13:02:27.967686,1036,86,148.28,213.53,7,0.694,1.44,1.72,8.304,8.822
CAMP-000023,walmart,sponsored_display,2025-06-15 13:02:27.967686,1171,17,10.69,85.29,1,0.125,7.98,0.63,1.499,8.937
CAMP-000024,amazon,sponsored_products,2025-06-15 13:02:27.967686,4375,64,75.93,0.0,0,1.0,0.0,1.19,1.474,1.279
CAMP-000025,amazon,sponsored_display,2025-06-15 13:02:27.967686,5043,136,324.83,1007.43,15,0.322,3.1,2.39,2.699,11.389
CAMP-000001,walmart,sponsored_products,2025-06-16 13:02:27.967686,3669,136,137.35,121.93,2,1.127,0.89,1.01,3.714,1.605
CAMP-000002,walmart,sponsored_products,2025-06-16 13:02:27.967686,2135,23,12.8,284.98,5,0.045,22.26,0.56,1.108,22.917
CAMP-000003,amazon,sponsored_products,2025-06-16 13:02:27.967686,8208,128,243.07,815.89,21,0.298,3.36,1.9,1.564,16.48
CAMP-000004,amazon,sponsored_brands,2025-06-16 13:02:27.967686,2263,8,9.05,0.0,0,1.0,0.0,1.13,0.369,8.41
CAMP-000005,walmart,sponsored_display,2025-06-16 13:02:27.967686,2382,57,123.46,79.11,4,1.56,0.64,2.17,2.426,8.18
CAMP-000006,walmart,sponsored_display,2025-06-16 13:02:27.967686,4911,338,175.68,2529.67,58,0.069,14.4,0.52,6.9,17.162
CAMP-000007,walmart,sponsored_brands,2025-06-16 13:02:27.967686,609,37,37.76,242.63,3,0.156,6.43,1.02,6.236,8.323
CAMP-000008,amazon,sponsored_display,2025-06-16 13:02:27.967686,2419,33,37.71,216.11,4,0.174,5.73,1.14,1.381,13.56
CAMP-000009,amazon,sponsored_brands,2025-06-16 13:02:27.967686,1672,111,269.55,596.95,15,0.452,2.21,2.43,6.66,14.077
CAMP-000010,walmart,sponsored_products,2025-06-16 13:02:27.967686,5395,82,49.83,306.83,10,0.162,6.16,0.61,1.537,12.227
CAMP-000011,walmart,sponsored_brands,2025-06-16 13:02:27.967686,10932,1344,1061.58,18188.58,202,0.058,17.13,0.79,12.298,15.07
CAMP-000012,amazon,sponsored_brands,2025-06-16 13:02:27.967686,3049,280,490.97,1337.86,32,0.367,2.72,1.75,9.193,11.465
CAMP-000013,walmart,sponsored_brands,2025-06-16 13:02:27.967686,6250,169,203.78,779.13,23,0.262,3.82,1.21,2.717,13.716
CAMP-000014,walmart,sponsored_brands,2025-06-16 13:02:27.967686,1162,26,28.36,0.0,0,1.0,0.0,1.09,2.3,2.009
CAMP-000015,walmart,sponsored_products,2025-06-16 13:02:27.967686,725,31,116.22,0.0,0,1.0,0.0,3.75,4.408,2.511
CAMP-000016,walmart,sponsored_display,2025-06-16 13:02:27.967686,6554,317,582.33,1523.34,23,0.382,2.62,1.84,4.849,7.565
CAMP-000017,walmart,sponsored_brands,2025-06-16 13:02:27.967686,25454,378,294.92,2273.78,34,0.13,7.71,0.78,1.487,9.098
CAMP-000018,walmart,sponsored_products,2025-06-16 13:02:27.967686,3222,211,633.3,633.74,16,0.999,1.0,3.0,6.565,7.735
CAMP-000019,walmart,sponsored_products,2025-06-16 13:02:27.967686,10636,65,66.52,59.57,1,1.117,0.9,1.02,0.62,2.381
CAMP-000020,walmart,sponsored_display,2025-06-16 13:02:27.967686,599,12,12.8,72.27,2,0.177,5.64,1.07,2.005,24.108
CAMP-000021,amazon,sponsored_display,2025-06-16 13:02:27.967686,996,14,21.6,60.52,1,0.357,2.8,1.54,1.488,14.151
CAMP-000022,walmart,sponsored_brands,2025-06-16 13:02:27.967686,3974,128,85.71,1168.7,28,0.073,13.64,0.67,3.234,21.96
CAMP-000023,amazon,sponsored_products,2025-06-16 13:02:27.967686,967,62,62.14,108.24,2,0.574,1.74,1.0,6.432,4.394
CAMP-000024,walmart,sponsored_display,2025-06-16 13:02:27.967686,14957,324,358.2,140.05,5,2.558,0.39,1.11,2.171,1.622
CAMP-000025,walmart,sponsored_brands,2025-06-16 13:02:27.967686,1418,18,10.71,57.38,2,0.187,5.36,0.59,1.307,12.398
CAMP-000001,walmart,sponsored_display,2025-06-17 13:02:27.967686,2345,113,124.29,0.0,0,1.0,0.0,1.1,4.856,0.811
CAMP-000002,walmart,sponsored_products,2025-06-17 13:02:27.967686,1404,10,13.85,187.82,2,0.074,13.56,1.39,0.762,27.89
CAMP-000003,walmart,sponsored_brands,2025-06-17 13:02:27.967686,3882,230,65.96,741.13,11,0.089,11.24,0.29,5.939,4.96
CAMP-000004,walmart,sponsored_products,2025-06-17 13:02:27.967686,751,22,13.51,77.93,2,0.173,5.77,0.61,3.007,12.138
CAMP-000005,walmart,sponsored_display,2025-06-17 13:02:27.967686,5797,129,330.46,1670.05,22,0.198,5.05,2.56,2.229,17.178
CAMP-000006,walmart,sponsored_brands,2025-06-17 13:02:27.967686,2770,107,107.31,575.15,13,0.187,5.36,1.0,3.863,12.965
CAMP-000007,amazon,sponsored_products,2025-06-17 13:02:27.967686,4699,244,550.95,1839.86,20,0.299,3.34,2.26,5.209,8.364
CAMP-000008,walmart,sponsored_brands,2025-06-17 13:02:27.967686,3608,201,207.93,886.44,19,0.235,4.26,1.03,5.571,9.569
CAMP-000009,amazon,sponsored_products,2025-06-17 13:02:27.967686,4953,73,123.25,145.74,2,0.846,1.18,1.69,1.487,3.276
CAMP-000010,amazon,sponsored_display,2025-06-17 13:02:27.967686,17245,178,94.52,250.65,12,0.377,2.65,0.53,1.036,7.133
CAMP-000011,walmart,sponsored_products,2025-06-17 13:02:27.967686,8212,203,116.23,699.97,8,0.166,6.02,0.57,2.481,4.375
CAMP-000012,amazon,sponsored_products,2025-06-17 13:02:27.967686,582,21,20.93,119.86,3,0.175,5.73,1.0,3.708,18.464
CAMP-000013,amazon,sponsored_display,2025-06-17 13:02:27.967686,881,24,14.45,287.56,3,0.05,19.9,0.6,2.728,13.913
CAMP-000014,walmart,sponsored_brands,2025-06-17 13:02:27.967686,1479,168,191.11,318.16,10,0.601,1.66,1.14,11.409,6.536
CAMP-000015,walmart,sponsored_display,2025-06-17 13:02:27.967686,6130,338,247.44,995.2,12,0.249,4.02,0.73,5.528,3.568
CAMP-000016,amazon,sponsored_display,2025-06-17 13:02:27.967686,2393,125,196.86,360.02,9,0.547,1.83,1.57,5.236,7.483
CAMP-000017,amazon,sponsored_display,2025-06-17 13:02:27.967686,16564,1358,797.55,4641.63,96,0.172,5.82,0.59,8.202,7.108
CAMP-000018,walmart,sponsored_brands,2025-06-17 13:02:27.967686,1260,49,26.46,194.63,3,0.136,7.36,0.54,3.903,7.633
CAMP-000019,walmart,sponsored_brands,2025-06-17 13:02:27.967686,817,13,8.05,39.15,1,0.206,4.86,0.62,1.607,14.508
CAMP-000020,amazon,sponsored_display,2025-06-17 13:02:27.967686,66729,1274,558.86,5024.58,80,0.111,8.99,0.44,1.91,6.352
CAMP-000021,amazon,sponsored_display,2025-06-17 13:02:27.967686,6042,209,315.47,455.69,10,0.692,1.44,1.51,3.462,5.13
CAMP-000022,walmart,sponsored_brands,2025-06-17 13:02:27.967686,3951,39,51.1,43.56,1,1.173,0.85,1.31,0.996,2.737
CAMP-000023,walmart,sponsored_display,2025-06-17 13:02:27.967686,4708,225,63.24,751.77,13,0.084,11.89,0.28,4.78,6.216
CAMP-000024,walmart,sponsored_products,2025-06-17 13:02:27.967686,7256,62,35.62,117.71,5,0.303,3.3,0.57,0.859,8.091
CAMP-000025,amazon,sponsored_products,2025-06-17 13:02:27.967686,2828,197,46.78,626.52,12,0.075,13.39,0.24,6.992,6.405
CAMP-000001,amazon,sponsored_brands,2025-06-18 13:02:27.967686,2066,102,187.2,790.52,10,0.237,4.22,1.84,4.951,10.681
CAMP-000002,walmart,sponsored_display,2025-06-18 13:02:27.967686,2580,22,27.73,98.8,1,0.281,3.56,1.26,0.869,5.239
CAMP-000003,amazon,sponsored_brands,2025-06-18 13:02:27.967686,2086,45,35.93,271.26,7,0.132,7.55,0.8,2.196,17.552
CAMP-000004,walmart,sponsored_display,2025-06-18 13:02:27.967686,1259,88,98.74,100.36,3,0.984,1.02,1.12,7.038,3.658
CAMP-000005,walmart,sponsored_products,2025-06-18 13:02:27.967686,4220,159,331.19,1851.06,14,0.179,5.59,2.08,3.79,8.923
CAMP-000006,walmart,sponsored_display,2025-06-18 13:02:27.967686,4689,80,85.56,1707.5,20,0.05,19.96,1.07,1.706,25.234
CAMP-000007,walmart,sponsored_products,2025-06-18 13:02:27.967686,3598,87,70.7,790.51,10,0.089,11.18,0.81,2.444,11.736
CAMP-000008,amazon,sponsored_products,2025-06-18 13:02:27.967686,552,6,3.95,0.0,0,1.0,0.0,0.66,1.198,3.379
CAMP-000009,amazon,sponsored_brands,2025-06-18 13:02:27.967686,326,6,21.0,0.0,0,1.0,0.0,3.5,1.981,6.995
CAMP-000010,amazon,sponsored_display,2025-06-18 13:02:27.967686,7444,331,189.91,875.79,17,0.217,4.61,0.57,4.457,5.155
CAMP-000011,walmart,sponsored_products,2025-06-18 13:02:27.967686,8030,359,666.1,2389.8,47,0.279,3.59,1.86,4.481,13.224
CAMP-000012,walmart,sponsored_display,2025-06-18 13:02:27.967686,2353,43,74.12,61.34,1,1.208,0.83,1.72,1.841,4.277
CAMP-000013,walmart,sponsored_display,2025-06-18 13:02:27.967686,4813,36,31.41,117.57,4,0.267,3.74,0.87,0.762,11.658
CAMP-000014,amazon,sponsored_display,2025-06-18 13:02:27.967686,7881,410,796.92,2202.78,25,0.362,2.76,1.94,5.21,6.218
CAMP-000015,walmart,sponsored_brands,2025-06-18 13:02:27.967686,3259,70,22.01,122.95,4,0.179,5.59,0.31,2.154,6.434
CAMP-000016,amazon,sponsored_display,2025-06-18 13:02:27.967686,489,25,23.17,0.0,0,1.0,0.0,0.93,5.255,3.504
CAMP-000017,amazon,sponsored_brands,2025-06-18 13:02:27.967686,2817,62,107.83,132.22,2,0.816,1.23,1.74,2.215,3.745
CAMP-000018,amazon,sponsored_products,2025-06-18 13:02:27.967686,4479,395,216.29,1748.37,29,0.124,8.08,0.55,8.836,7.424
CAMP-000019,amazon,sponsored_products,2025-06-18 13:02:27.967686,6690,283,211.77,148.06,5,1.43,0.7,0.75,4.243,1.792
CAMP-000020,amazon,sponsored_brands,2025-06-18 13:02:27.967686,2934,170,280.93,233.03,7,1.206,0.83,1.65,5.802,4.291
CAMP-000021,amazon,sponsored_brands,2025-06-18 13:02:27.967686,2636,50,81.19,160.58,3,0.506,1.98,1.62,1.911,6.476
CAMP-000022,walmart,sponsored_brands,2025-06-18 13:02:27.967686,5905,340,584.15,2783.54,22,0.21,4.77,1.72,5.767,6.523
CAMP-000023,amazon,sponsored_display,2025-06-18 13:02:27.967686,6145,698,510.19,544.1,24,0.938,1.07,0.73,11.374,3.562
CAMP-000024,amazon,sponsored_products,2025-06-18 13:02:27.967686,6305,305,287.71,3250.86,25,0.089,11.3,0.94,4.848,8.265
CAMP-000025,walmart,sponsored_brands,2025-06-18 13:02:27.967686,1113,49,38.42,216.25,11,0.178,5.63,0.78,4.466,24.469
CAMP-000001,walmart,sponsored_display,2025-06-19 13:02:27.967686,9762,597,1475.0,702.37,10,2.1,0.48,2.47,6.122,1.707
CAMP-000002,walmart,sponsored_brands,2025-06-19 13:02:27.967686,101552,2765,3068.46,29843.08,524,0.103,9.73,1.11,2.723,18.952
CAMP-000003,amazon,sponsored_products,2025-06-19 13:02:27.967686,2810,102,65.04,406.79,7,0.16,6.25,0.64,3.648,7.815
CAMP-000004,walmart,sponsored_display,2025-06-19 13:02:27.967686,1243,144,85.06,238.36,19,0.357,2.8,0.59,11.627,13.316
CAMP-000005,amazon,sponsored_brands,2025-06-19 13:02:27.967686,3951,39,24.31,506.79,7,0.048,20.85,0.62,1.008,18.804
CAMP-000006,walmart,sponsored_display,2025-06-19 13:02:27.967686,4939,422,714.67,8458.0,72,0.084,11.83,1.69,8.553,17.274
CAMP-000007,walmart,sponsored_products,2025-06-19 13:02:27.967686,1376,163,253.96,805.12,18,0.315,3.17,1.56,11.845,11.466
CAMP-000008,amazon,sponsored_products,2025-06-19 13:02:27.967686,1034,80,74.74,425.26,5,0.176,5.69,0.93,7.801,6.825
CAMP-000009,walmart,sponsored_display,2025-06-19 13:02:27.967686,9524,369,323.48,1616.21,17,0.2,5.0,0.88,3.883,4.723
CAMP-000010,amazon,sponsored_products,2025-06-19 13:02:27.967686,42768,986,384.47,2504.76,32,0.153,6.51,0.39,2.307,3.256
CAMP-000011,amazon,sponsored_brands,2025-06-19 13:02:27.967686,1931,39,64.88,111.69,3,0.581,1.72,1.66,2.051,8.988
CAMP-000012,amazon,sponsored_products,2025-06-19 13:02:27.967686,5129,283,260.34,894.75,16,0.291,3.44,0.92,5.525,5.683
CAMP-000013,walmart,sponsored_display,2025-06-19 13:02:27.967686,3725,191,393.66,366.73,5,1.073,0.93,2.06,5.145,2.912
CAMP-000014,amazon,sponsored_brands,2025-06-19 13:02:27.967686,7749,454,541.89,854.5,55,0.634,1.58,1.19,5.865,12.243
CAMP-000015,walmart,sponsored_products,2025-06-19 13:02:27.967686,1813,43,18.8,217.76,6,0.086,11.58,0.44,2.382,16.04
CAMP-000016,walmart,sponsored_products,2025-06-19 13:02:27.967686,1832,64,95.7,268.19,7,0.357,2.8,1.5,3.52,11.278
CAMP-000017,walmart,sponsored_products,2025-06-19 13:02:27.967686,1796,93,86.23,509.57,19,0.169,5.91,0.93,5.217,21.341
CAMP-000018,walmart,sponsored_display,2025-06-19 13:02:27.967686,2754,115,71.5,475.33,13,0.15,6.65,0.62,4.193,11.77
CAMP-000019,amazon,sponsored_display,2025-06-19 13:02:27.967686,1128,57,88.35,61.66,1,1.433,0.7,1.55,5.105,2.533
CAMP-000020,amazon,sponsored_display,2025-06-19 13:02:27.967686,6181,72,48.71,68.28,3,0.713,1.4,0.68,1.171,4.733
CAMP-000021,amazon,sponsored_products,2025-06-19 13:02:27.967686,2461,66,214.28,47.6,1,4.502,0.22,3.25,2.719,2.747
CAMP-000022,walmart,sponsored_display,2025-06-19 13:02:27.967686,3557,43,14.26,175.58,4,0.081,12.32,0.33,1.236,10.533
CAMP-000023,amazon,sponsored_products,2025-06-19 13:02:27.967686,9685,136,140.96,1064.3,23,0.132,7.55,1.04,1.414,17.586
CAMP-000024,amazon,sponsored_products,2025-06-19 13:02:27.967686,2842,18,33.67,24.05,1,1.4,0.71,1.87,0.645,6.729
CAMP-000025,walmart,sponsored_display,2025-06-19 13:02:27.967686,12046,592,1008.29,1086.15,18,0.928,1.08,1.7,4.915,3.053
CAMP-000001,amazon,sponsored_display,2025-06-20 13:02:27.967686,1636,48,20.94,54.61,1,0.383,2.61,0.44,2.946,3.517
CAMP-000002,walmart,sponsored_display,2025-06-20 13:02:27.967686,3103,234,188.29,751.41,21,0.251,3.99,0.8,7.545,9.021
CAMP-000003,amazon,sponsored_brands,2025-06-20 13:02:27.967686,8324,139,131.12,1414.81,23,0.093,10.79,0.94,1.679,16.634
CAMP-000004,walmart,sponsored_display,2025-06-20 13:02:27.967686,675,36,11.52,117.91,2,0.098,10.24,0.32,5.342,6.014
CAMP-000005,walmart,sponsored_brands,2025-06-20 13:02:27.967686,41750,1295,1013.02,7021.56,206,0.144,6.93,0.78,3.102,15.954
CAMP-000006,amazon,sponsored_display,2025-06-20 13:02:27.967686,6294,470,232.66,1563.91,33,0.149,6.72,0.5,7.482,7.165
CAMP-000007,walmart,sponsored_brands,2025-06-20 13:02:27.967686,631,41,64.18,340.15,5,0.189,5.3,1.57,6.632,14.03
CAMP-000008,walmart,sponsored_products,2025-06-20 13:02:27.967686,1719,59,29.14,69.94,1,0.417,2.4,0.49,3.459,2.935
CAMP-000009,amazon,sponsored_products,2025-06-20 13:02:27.967686,2568,142,164.5,226.27,8,0.727,1.38,1.16,5.566,6.302
CAMP-000010,walmart,sponsored_brands,2025-06-20 13:02:27.967686,5985,148,251.64,472.62,6,0.532,1.88,1.7,2.489,4.447
CAMP-000011,walmart,sponsored_brands,2025-06-20 13:02:27.967686,4316,65,84.98,695.52,8,0.122,8.18,1.31,1.518,13.119
CAMP-000012,amazon,sponsored_brands,2025-06-20 13:02:27.967686,4195,157,607.2,536.09,9,1.133,0.88,3.87,3.756,6.279
CAMP-000013,amazon,sponsored_brands,2025-06-20 13:02:27.967686,7415,250,292.61,712.66,15,0.411,2.44,1.17,3.376,6.341
CAMP-000014,walmart,sponsored_display,2025-06-20 13:02:27.967686,1047,55,66.13,166.74,3,0.397,2.52,1.2,5.26,6.386
CAMP-000015,walmart,sponsored_brands,2025-06-20 13:02:27.967686,834,4,5.82,0.0,0,1.0,0.0,1.46,0.502,11.514
CAMP-000016,amazon,sponsored_brands,2025-06-20 13:02:27.967686,4130,197,175.71,2948.66,40,0.06,16.78,0.89,4.785,20.624
CAMP-000017,amazon,sponsored_brands,2025-06-20 13:02:27.967686,1169,9,22.05,0.0,0,1.0,0.0,2.45,0.811,4.575
CAMP-000018,amazon,sponsored_brands,2025-06-20 13:02:27.967686,8227,372,511.5,3030.89,34,0.169,5.93,1.38,4.524,9.178
CAMP-000019,amazon,sponsored_brands,2025-06-20 13:02:27.967686,13501,444,474.04,4510.81,66,0.105,9.52,1.07,3.294,15.0
CAMP-000020,walmart,sponsored_products,2025-06-20 13:02:27.967686,2418,155,220.67,751.09,13,0.294,3.4,1.42,6.431,8.389
CAMP-000021,amazon,sponsored_products,2025-06-20 13:02:27.967686,6434,366,288.61,1199.16,31,0.241,4.15,0.79,5.694,8.654
CAMP-000022,amazon,sponsored_brands,2025-06-20 13:02:27.967686,8365,450,808.61,1438.44,28,0.562,1.78,1.8,5.381,6.245
CAMP-000023,walmart,sponsored_display,2025-06-20 13:02:27.967686,4131,142,221.36,480.58,8,0.461,2.17,1.56,3.441,6.287
CAMP-000024,walmart,sponsored_products,2025-06-20 13:02:27.967686,13054,121,96.81,193.49,5,0.5,2.0,0.8,0.927,4.649
CAMP-000025,amazon,sponsored_brands,2025-06-20 13:02:27.967686,15423,120,190.74,545.59,14,0.35,2.86,1.59,0.78,12.168
CAMP-000001,walmart,sponsored_products,2025-06-21 13:02:27.967686,5345,70,162.55,72.36,2,2.246,0.45,2.32,1.313,3.662
CAMP-000002,amazon,sponsored_brands,2025-06-21 13:02:27.967686,11015,276,164.84,2498.22,40,0.066,15.16,0.6,2.508,14.654
CAMP-000003,walmart,sponsored_brands,2025-06-21 13:02:27.967686,1962,20,8.92,0.0,0,1.0,0.0,0.45,1.025,1.948
CAMP-000004,walmart,sponsored_brands,2025-06-21 13:02:27.967686,6259,189,97.13,897.03,19,0.108,9.24,0.51,3.033,10.424
CAMP-000005,amazon,sponsored_products,2025-06-21 13:02:27.967686,3391,136,70.27,377.06,5,0.186,5.37,0.52,4.03,4.083
CAMP-000006,walmart,sponsored_display,2025-06-21 13:02:27.967686,1309,6,10.13,0.0,0,1.0,0.0,1.69,0.526,3.14
CAMP-000007,walmart,sponsored_products,2025-06-21 13:02:27.967686,2028,99,164.13,426.49,8,0.385,2.6,1.66,4.903,8.329
CAMP-000008,amazon,sponsored_display,2025-06-21 13:02:27.967686,4849,134,122.12,297.76,11,0.41,2.44,0.91,2.77,8.461
CAMP-000009,walmart,sponsored_products,2025-06-21 13:02:27.967686,2064,140,69.68,817.03,9,0.085,11.73,0.5,6.803,6.793
CAMP-000010,amazon,sponsored_brands,2025-06-21 13:02:27.967686,4175,161,108.87,1218.95,25,0.089,11.2,0.68,3.872,16.088
CAMP-000011,walmart,sponsored_display,2025-06-21 13:02:27.967686,2013,125,104.49,283.24,10,0.369,2.71,0.84,6.24,8.176
CAMP-000012,walmart,sponsored_brands,2025-06-21 13:02:27.967686,7242,228,464.36,3134.05,38,0.148,6.75,2.04,3.156,16.73
CAMP-000013,amazon,sponsored_products,2025-06-21 13:02:27.967686,2343,22,19.14,34.64,1,0.553,1.81,0.87,0.976,5.364
CAMP-000014,walmart,sponsored_products,2025-06-21 13:02:27.967686,2374,15,17.42,139.09,2,0.125,7.99,1.16,0.654,19.202
CAMP-000015,walmart,sponsored_display,2025-06-21 13:02:27.967686,3678,82,79.0,494.99,14,0.16,6.27,0.96,2.254,17.529
CAMP-000016,walmart,sponsored_brands,2025-06-21 13:02:27.967686,7213,228,208.54,790.56,28,0.264,3.79,0.91,3.17,12.598
CAMP-000017,walmart,sponsored_products,2025-06-21 13:02:27.967686,478,9,12.69,29.68,1,0.427,2.34,1.41,1.924,20.625
CAMP-000018,walmart,sponsored_products,2025-06-21 13:02:27.967686,5341,74,131.9,201.88,2,0.653,1.53,1.78,1.386,3.449
CAMP-000019,amazon,sponsored_brands,2025-06-21 13:02:27.967686,943,5,5.08,0.0,0,1.0,0.0,1.02,0.546,6.889
CAMP-000020,walmart,sponsored_products,2025-06-21 13:02:27.967686,3850,176,200.25,211.07,5,0.949,1.05,1.14,4.585,3.353
CAMP-000021,walmart,sponsored_display,2025-06-21 13:02:27.967686,7608,52,70.15,208.01,6,0.337,2.97,1.35,0.696,12.909
CAMP-000022,walmart,sponsored_display,2025-06-21 13:02:27.967686,3340,205,172.5,1631.9,34,0.106,9.46,0.84,6.154,17.027
CAMP-000023,walmart,sponsored_display,2025-06-21 13:02:27.967686,10854,660,1118.86,3356.08,61,0.333,3.0,1.7,6.083,9.324
CAMP-000024,amazon,sponsored_products,2025-06-21 13:02:27.967686,2078,142,271.47,444.23,11,0.611,1.64,1.91,6.873,8.098
CAMP-000025,amazon,sponsored_brands,2025-06-21 13:02:27.967686,497,33,39.64,130.54,3,0.304,3.29,1.2,6.661,10.372
CAMP-000001,walmart,sponsored_brands,2025-06-22 13:02:27.967686,1089,93,179.52,57.34,2,3.131,0.32,1.93,8.622,3.206
CAMP-000002,walmart,sponsored_products,2025-06-22 13:02:27.967686,2873,26,19.76,133.98,3,0.147,6.78,0.76,0.929,13.764
CAMP-000003,amazon,sponsored_display,2025-06-22 13:02:27.967686,1412,116,152.26,402.78,6,0.378,2.65,1.31,8.221,5.311
CAMP-000004,walmart,sponsored_display,2025-06-22 13:02:27.967686,3887,383,439.82,2703.6,35,0.163,6.15,1.15,9.869,9.316
CAMP-000005,amazon,sponsored_products,2025-06-22 13:02:27.967686,2181,59,18.88,95.77,4,0.197,5.07,0.32,2.721,7.756
CAMP-000006,amazon,sponsored_products,2025-06-22 13:02:27.967686,1090,49,68.94,266.18,7,0.259,3.86,1.41,4.572,14.853
CAMP-000007,walmart,sponsored_brands,2025-06-22 13:02:27.967686,1363,22,25.42,46.84,1,0.543,1.84,1.16,1.623,7.81
CAMP-000008,walmart,sponsored_products,2025-06-22 13:02:27.967686,4699,29,34.88,0.0,0,1.0,0.0,1.2,0.625,3.422
CAMP-000009,amazon,sponsored_brands,2025-06-22 13:02:27.967686,3177,299,183.47,2248.58,57,0.082,12.26,0.61,9.438,19.191
CAMP-000010,walmart,sponsored_products,2025-06-22 13:02:27.967686,43793,1402,1142.54,2104.96,152,0.543,1.84,0.81,3.204,10.879
CAMP-000011,walmart,sponsored_display,2025-06-22 13:02:27.967686,750,52,35.34,79.4,2,0.445,2.25,0.68,6.972,5.192
CAMP-000012,walmart,sponsored_display,2025-06-22 13:02:27.967686,2021,81,184.71,209.22,4,0.883,1.13,2.28,4.035,5.47
CAMP-000013,walmart,sponsored_display,2025-06-22 13:02:27.967686,1799,14,9.15,64.57,1,0.142,7.05,0.65,0.793,10.724
CAMP-000014,walmart,sponsored_display,2025-06-22 13:02:27.967686,468,23,8.19,126.86,5,0.065,15.49,0.36,5.014,22.083
CAMP-000015,walmart,sponsored_brands,2025-06-22 13:02:27.967686,910,29,22.5,119.07,2,0.189,5.29,0.78,3.285,7.905
CAMP-000016,amazon,sponsored_brands,2025-06-22 13:02:27.967686,3443,157,222.63,671.14,13,0.332,3.01,1.42,4.573,8.465
CAMP-000017,walmart,sponsored_display,2025-06-22 13:02:27.967686,6289,462,486.74,1187.46,28,0.41,2.44,1.05,7.357,6.12
CAMP-000018,amazon,sponsored_brands,2025-06-22 13:02:27.967686,1003,31,22.13,43.29,2,0.511,1.96,0.71,3.139,8.36
CAMP-000019,walmart,sponsored_display,2025-06-22 13:02:27.967686,1009,21,8.2,58.67,1,0.14,7.16,0.39,2.105,8.541
CAMP-000020,amazon,sponsored_display,2025-06-22 13:02:27.967686,348,33,33.88,214.34,2,0.158,6.33,1.03,9.489,8.492
CAMP-000021,walmart,sponsored_brands,2025-06-22 13:02:27.967686,1378,33,37.88,118.36,3,0.32,3.12,1.15,2.422,10.825
CAMP-000022,amazon,sponsored_display,2025-06-22 13:02:27.967686,5620,134,107.24,322.48,5,0.333,3.01,0.8,2.385,4.024
